receipt_no;store_code;cashier_id;sale_datetime_raw;sku;qty_raw;unit_price_raw;discount_raw;payment_type
REC-20260731-STORE_01-0013;STORE_01;CASH-02;2026-07-31 10:40:27;SKU-006;2;45000;1000;CASH
REC-20260731-STORE_01-0013;STORE_01;CASH-07;2026-07-31 10:40:27;SKU-002;1;12000;0;CASH
REC-20260731-STORE_01-0013;STORE_01;CASH-05;2026-07-31 10:40:27;SKU-007;4;12000;500;CARD
REC-20260731-STORE_01-0013;STORE_01;CASH-06;2026-07-31 10:40:27;SKU-025;3;5000;0;CASH
REC-20260731-STORE_01-0014;STORE_01;CASH-02;2026-07-31 13:42:31;SKU-006;1;45000;0;CARD
REC-20260731-STORE_01-0014;STORE_01;CASH-08;2026-07-31 13:42:31;SKU-002;3;12000;1000;CASH
REC-20260731-STORE_01-0014;STORE_01;CASH-10;2026-07-31 13:42:31;SKU-003;1;45000;0;CASH
REC-20260731-STORE_01-0014;STORE_01;CASH-07;2026-07-31 13:42:31;SKU-005;3;5000;0;CARD
REC-20260731-STORE_01-0014;STORE_01;CASH-08;2026-07-31 13:42:31;SKU-001;1;45000;500;CARD
REC-20260731-STORE_01-0015;STORE_01;CASH-08;2026-07-31 19:51:03;SKU-011;3;5000;0;CARD
REC-20260731-STORE_01-0015;STORE_01;CASH-08;2026-07-31 19:51:03;SKU-012;1;45000;0;CARD
REC-20260731-STORE_01-0015;STORE_01;CASH-08;2026-07-31 19:51:03;SKU-013;4;12000;1000;CARD
REC-20260731-STORE_01-0015;STORE_01;CASH-04;2026-07-31 19:51:03;SKU-014;1;5000;0;CARD
REC-20260731-STORE_01-0015;STORE_01;CASH-07;2026-07-31 19:51:03;SKU-001;3;45000;0;CARD
REC-20260731-STORE_01-0016;STORE_01;CASH-03;2026-07-31 20:34:11;SKU-001;4;45000;1000;CARD
REC-20260731-STORE_01-0016;STORE_01;CASH-08;2026-07-31 20:34:11;SKU-002;1;12000;0;CARD
REC-20260731-STORE_01-0016;STORE_01;CASH-10;2026-07-31 20:34:11;SKU-050;1;25000;0;CARD
REC-20260731-STORE_01-0016;STORE_01;CASH-04;2026-07-31 20:34:11;SKU-001;1;45000;0;CARD
REC-20260731-STORE_01-0016;STORE_01;CASH-01;2026-07-31 20:34:11;SKU-003;2;45000;0;CARD
REC-20260731-STORE_01-0017;STORE_01;CASH-07;2026-07-31 8:36:44;SKU-038;3;12000;0;CASH
REC-20260731-STORE_01-0017;STORE_01;CASH-08;2026-07-31 8:36:44;SKU-032;4;25000;0;CARD
REC-20260731-STORE_01-0017;STORE_01;CASH-07;2026-07-31 8:36:44;SKU-008;1;12000;0;CARD
REC-20260731-STORE_01-0017;STORE_01;CASH-08;2026-07-31 8:36:44;SKU-022;1;12000;0;CASH
REC-20260731-STORE_01-0018;STORE_01;CASH-02;2026-07-31 10:12:05;SKU-002;1;12000;0;CARD
REC-20260731-STORE_01-0018;STORE_01;CASH-05;2026-07-31 10:12:05;SKU-012;3;45000;1000;CARD
REC-20260731-STORE_01-0018;STORE_01;CASH-10;2026-07-31 10:12:05;SKU-007;1;12000;0;CARD
REC-20260731-STORE_01-0018;STORE_01;CASH-01;2026-07-31 10:12:05;SKU-002;1;12000;0;CARD
REC-20260731-STORE_01-0018;STORE_01;CASH-02;2026-07-31 10:12:05;SKU-003;3;45000;500;CARD
REC-20260731-STORE_01-0019;STORE_01;CASH-09;2026-07-31 15:49:02;SKU-001;1;45000;0;CARD
REC-20260731-STORE_01-0019;STORE_01;CASH-03;2026-07-31 15:49:02;SKU-014;4;5000;1000;CARD
REC-20260731-STORE_01-0019;STORE_01;CASH-02;2026-07-31 15:49:02;SKU-004;3;25000;0;CARD
REC-20260731-STORE_01-0019;STORE_01;CASH-08;2026-07-31 15:49:02;SKU-001;3;45000;0;CARD
REC-20260731-STORE_01-0020;STORE_01;CASH-07;2026-07-31 21:42:17;SKU-010;1;25000;0;CASH
REC-20260731-STORE_01-0020;STORE_01;CASH-10;2026-07-31 21:42:17;SKU-004;1;25000;0;CARD
REC-20260731-STORE_01-0020;STORE_01;CASH-10;2026-07-31 21:42:17;SKU-001;3;45000;0;CARD
REC-20260731-STORE_01-0021;STORE_01;CASH-01;2026-07-31 17:52:02;SKU-002;1;12000;0;CASH
REC-20260731-STORE_01-0021;STORE_01;CASH-08;2026-07-31 17:52:02;SKU-016;1;25000;0;CARD
REC-20260731-STORE_01-0021;STORE_01;CASH-07;2026-07-31 17:52:02;SKU-002;1;12000;0;CASH
REC-20260731-STORE_01-0021;STORE_01;CASH-01;2026-07-31 17:52:02;SKU-035;3;5000;0;CARD
REC-20260731-STORE_01-0022;STORE_01;CASH-09;2026-07-31 18:51:16;SKU-007;2;12000;0;CARD
REC-20260731-STORE_01-0022;STORE_01;CASH-04;2026-07-31 18:51:16;SKU-001;4;45000;1000;CARD
REC-20260731-STORE_01-0022;STORE_01;CASH-05;2026-07-31 18:51:16;SKU-001;2;45000;500;CASH
REC-20260731-STORE_01-0022;STORE_01;CASH-07;2026-07-31 18:51:16;SKU-001;2;45000;0;CARD
REC-20260731-STORE_01-0022;STORE_01;CASH-03;2026-07-31 18:51:16;SKU-008;2;12000;1000;CARD
REC-20260731-STORE_01-0023;STORE_01;CASH-10;2026-07-31 15:32:40;SKU-001;3;45000;0;CASH
REC-20260731-STORE_01-0023;STORE_01;CASH-02;2026-07-31 15:32:40;SKU-001;4;45000;0;CARD
REC-20260731-STORE_01-0023;STORE_01;CASH-02;2026-07-31 15:32:40;SKU-001;1;45000;500;CASH
REC-20260731-STORE_01-0023;STORE_01;CASH-03;2026-07-31 15:32:40;SKU-026;1;12000;0;CARD
REC-20260731-STORE_01-0024;STORE_01;CASH-10;2026-07-31 10:52:01;SKU-027;1;5000;0;CARD
REC-20260731-STORE_01-0024;STORE_01;CASH-03;2026-07-31 10:52:01;SKU-005;1;5000;500;CARD
REC-20260731-STORE_01-0024;STORE_01;CASH-09;2026-07-31 10:52:01;SKU-001;4;45000;500;CASH
REC-20260731-STORE_01-0025;STORE_01;CASH-05;2026-07-31 13:11:39;SKU-031;4;45000;500;CARD
REC-20260731-STORE_01-0025;STORE_01;CASH-03;2026-07-31 13:11:39;SKU-004;3;25000;0;CARD
REC-20260731-STORE_01-0025;STORE_01;CASH-10;2026-07-31 13:11:39;SKU-008;2;12000;0;CASH
REC-20260731-STORE_01-0025;STORE_01;CASH-01;2026-07-31 13:11:39;SKU-008;3;12000;1000;CASH
REC-20260731-STORE_01-0025;STORE_01;CASH-09;2026-07-31 13:11:39;SKU-001;3;45000;0;CASH
REC-20260731-STORE_01-0026;STORE_01;CASH-06;2026-07-31 9:00:05;SKU-007;4;12000;0;CARD
REC-20260731-STORE_01-0027;STORE_01;CASH-09;2026-07-31 9:37:02;SKU-025;2;5000;0;CARD
REC-20260731-STORE_01-0028;STORE_01;CASH-10;2026-07-31 16:54:44;SKU-008;2;12000;0;CASH
REC-20260731-STORE_01-0028;STORE_01;CASH-05;2026-07-31 16:54:44;SKU-029;1;5000;500;CARD
REC-20260731-STORE_01-0028;STORE_01;CASH-05;2026-07-31 16:54:44;SKU-037;3;45000;500;CASH
REC-20260731-STORE_01-0028;STORE_01;CASH-08;2026-07-31 16:54:44;SKU-001;2;45000;500;CARD
REC-20260731-STORE_01-0028;STORE_01;CASH-07;2026-07-31 16:54:44;SKU-011;4;5000;0;CASH
REC-20260731-STORE_01-0029;STORE_01;CASH-08;2026-07-31 21:44:21;SKU-012;1;45000;0;CARD
REC-20260731-STORE_01-0030;STORE_01;CASH-07;2026-07-31 9:58:29;SKU-002;3;12000;0;CARD
REC-20260731-STORE_01-0030;STORE_01;CASH-02;2026-07-31 9:58:29;SKU-002;1;12000;500;CARD
REC-20260731-STORE_01-0030;STORE_01;CASH-05;2026-07-31 9:58:29;SKU-001;3;45000;0;CASH
REC-20260731-STORE_01-0031;STORE_01;CASH-04;2026-07-31 11:29:27;SKU-003;3;45000;0;CASH
REC-20260731-STORE_01-0031;STORE_01;CASH-08;2026-07-31 11:29:27;SKU-026;2;12000;0;CASH
REC-20260731-STORE_01-0031;STORE_01;CASH-04;2026-07-31 11:29:27;SKU-022;3;12000;1000;CARD
REC-20260731-STORE_01-0032;STORE_01;CASH-08;2026-07-31 14:18:52;SKU-001;1;45000;0;CASH
REC-20260731-STORE_01-0032;STORE_01;CASH-06;2026-07-31 14:18:52;SKU-001;4;45000;500;CASH
REC-20260731-STORE_01-0032;STORE_01;CASH-09;2026-07-31 14:18:52;SKU-041;2;25000;500;CASH
REC-20260731-STORE_01-0032;STORE_01;CASH-03;2026-07-31 14:18:52;SKU-006;2;45000;0;CARD
REC-20260731-STORE_01-0033;STORE_01;CASH-06;2026-07-31 17:52:52;SKU-009;1;25000;0;CARD
REC-20260731-STORE_01-0034;STORE_01;CASH-03;2026-07-31 21:46:44;SKU-029;1;5000;0;CARD
REC-20260731-STORE_01-0034;STORE_01;CASH-06;2026-07-31 21:46:44;SKU-017;3;12000;1000;CASH
REC-20260731-STORE_01-0034;STORE_01;CASH-08;2026-07-31 21:46:44;SKU-040;3;25000;0;CARD
REC-20260731-STORE_01-0034;STORE_01;CASH-09;2026-07-31 21:46:44;SKU-006;2;45000;0;CARD
REC-20260731-STORE_01-0035;STORE_01;CASH-03;2026-07-31 13:42:19;SKU-002;2;12000;0;CASH
REC-20260731-STORE_01-0035;STORE_01;CASH-05;2026-07-31 13:42:19;SKU-010;1;25000;0;CARD
REC-20260731-STORE_01-0036;STORE_01;CASH-02;2026-07-31 11:12:40;SKU-031;4;45000;0;CARD
REC-20260731-STORE_01-0036;STORE_01;CASH-10;2026-07-31 11:12:40;SKU-002;2;12000;500;CASH
REC-20260731-STORE_01-0036;STORE_01;CASH-08;2026-07-31 11:12:40;SKU-035;2;5000;500;CARD
REC-20260731-STORE_01-0037;STORE_01;CASH-05;2026-07-31 17:58:39;SKU-002;1;12000;0;CARD
REC-20260731-STORE_01-0038;STORE_01;CASH-10;2026-07-31 11:48:41;SKU-005;4;5000;0;CARD
REC-20260731-STORE_01-0038;STORE_01;CASH-04;2026-07-31 11:48:41;SKU-004;1;25000;0;CARD
REC-20260731-STORE_01-0038;STORE_01;CASH-07;2026-07-31 11:48:41;SKU-004;4;25000;500;CASH
REC-20260731-STORE_01-0038;STORE_01;CASH-09;2026-07-31 11:48:41;SKU-001;3;45000;500;CASH
REC-20260731-STORE_01-0038;STORE_01;CASH-10;2026-07-31 11:48:41;SKU-010;4;25000;0;CARD
REC-20260731-STORE_01-0039;STORE_01;CASH-08;2026-07-31 14:50:43;SKU-001;2;45000;0;CASH
REC-20260731-STORE_01-0039;STORE_01;CASH-02;2026-07-31 14:50:43;SKU-001;2;45000;1000;CARD
REC-20260731-STORE_01-0039;STORE_01;CASH-05;2026-07-31 14:50:43;SKU-013;4;12000;0;CASH
REC-20260731-STORE_01-0039;STORE_01;CASH-09;2026-07-31 14:50:43;SKU-001;1;45000;0;CARD
REC-20260731-STORE_01-0040;STORE_01;CASH-04;2026-07-31 9:41:39;SKU-001;3;45000;0;CARD
REC-20260731-STORE_01-0040;STORE_01;CASH-09;2026-07-31 9:41:39;SKU-010;4;25000;500;CARD
REC-20260731-STORE_01-0040;STORE_01;CASH-03;2026-07-31 9:41:39;SKU-001;2;45000;0;CARD
REC-20260731-STORE_01-0041;STORE_01;CASH-03;2026-07-31 8:59:56;SKU-013;1;12000;0;CASH
REC-20260731-STORE_01-0041;STORE_01;CASH-06;2026-07-31 8:59:56;SKU-011;1;5000;500;CASH
REC-20260731-STORE_01-0042;STORE_01;CASH-01;2026-07-31 20:27:17;SKU-040;3;25000;0;CASH
REC-20260731-STORE_01-0043;STORE_01;CASH-04;2026-07-31 10:50:47;SKU-003;1;45000;0;CASH
REC-20260731-STORE_01-0043;STORE_01;CASH-10;2026-07-31 10:50:47;SKU-004;1;25000;1000;CARD
REC-20260731-STORE_01-0043;STORE_01;CASH-07;2026-07-31 10:50:47;SKU-041;4;25000;0;CASH
REC-20260731-STORE_01-0044;STORE_01;CASH-05;2026-07-31 18:57:09;SKU-002;3;12000;0;CASH
REC-20260731-STORE_01-0044;STORE_01;CASH-08;2026-07-31 18:57:09;SKU-002;1;12000;0;CARD
REC-20260731-STORE_01-0044;STORE_01;CASH-01;2026-07-31 18:57:09;SKU-039;3;5000;1000;CARD
REC-20260731-STORE_01-0044;STORE_01;CASH-01;2026-07-31 18:57:09;SKU-002;4;12000;1000;CASH
REC-20260731-STORE_01-0045;STORE_01;CASH-07;2026-07-31 19:13:05;SKU-003;2;45000;1000;CARD
REC-20260731-STORE_01-0045;STORE_01;CASH-10;2026-07-31 19:13:05;SKU-005;4;5000;0;CARD
REC-20260731-STORE_01-0045;STORE_01;CASH-07;2026-07-31 19:13:05;SKU-011;1;5000;500;CARD
REC-20260731-STORE_01-0045;STORE_01;CASH-09;2026-07-31 19:13:05;SKU-008;2;12000;0;CASH
REC-20260731-STORE_01-0045;STORE_01;CASH-07;2026-07-31 19:13:05;SKU-039;1;5000;0;CARD
REC-20260731-STORE_01-0046;STORE_01;CASH-10;2026-07-31 15:29:20;SKU-005;1;5000;0;CASH
REC-20260731-STORE_01-0047;STORE_01;CASH-01;2026-07-31 12:58:21;SKU-001;3;45000;500;CASH
REC-20260731-STORE_01-0047;STORE_01;CASH-09;2026-07-31 12:58:21;SKU-007;3;12000;500;CARD
REC-20260731-STORE_01-0048;STORE_01;CASH-05;2026-07-31 14:10:44;SKU-002;2;12000;500;CASH
REC-20260731-STORE_01-0049;STORE_01;CASH-10;2026-07-31 16:40:08;SKU-001;2;45000;1000;CARD
REC-20260731-STORE_01-0050;STORE_01;CASH-03;2026-07-31 8:58:33;SKU-002;2;12000;0;CARD
REC-20260731-STORE_01-0050;STORE_01;CASH-09;2026-07-31 8:58:33;SKU-001;1;45000;0;CARD
REC-20260731-STORE_01-0050;STORE_01;CASH-01;2026-07-31 8:58:33;SKU-038;4;12000;500;CARD
REC-20260731-STORE_01-0050;STORE_01;CASH-04;2026-07-31 8:58:33;SKU-013;1;12000;500;CASH
REC-20260731-STORE_01-0050;STORE_01;CASH-07;2026-07-31 8:58:33;SKU-049;4;5000;1000;CARD
REC-20260731-STORE_01-0051;STORE_01;CASH-08;2026-07-31 13:55:53;SKU-012;1;45000;1000;CARD
REC-20260731-STORE_01-0051;STORE_01;CASH-10;2026-07-31 13:55:53;SKU-002;1;12000;0;CARD
REC-20260731-STORE_01-0051;STORE_01;CASH-07;2026-07-31 13:55:53;SKU-002;2;12000;1000;CARD
REC-20260731-STORE_01-0051;STORE_01;CASH-06;2026-07-31 13:55:53;SKU-014;3;5000;1000;CARD
REC-20260731-STORE_01-0052;STORE_01;CASH-01;2026-07-31 21:56:44;SKU-011;3;5000;1000;CARD
REC-20260731-STORE_01-0052;STORE_01;CASH-08;2026-07-31 21:56:44;SKU-001;4;45000;0;CARD
REC-20260731-STORE_01-0052;STORE_01;CASH-01;2026-07-31 21:56:44;SKU-011;2;5000;0;CASH
REC-20260731-STORE_01-0052;STORE_01;CASH-04;2026-07-31 21:56:44;SKU-001;4;45000;0;CARD
REC-20260731-STORE_01-0052;STORE_01;CASH-01;2026-07-31 21:56:44;SKU-016;3;25000;0;CARD
REC-20260731-STORE_01-0053;STORE_01;CASH-01;2026-07-31 20:57:02;SKU-009;2;25000;0;CASH
REC-20260731-STORE_01-0053;STORE_01;CASH-01;2026-07-31 20:57:02;SKU-007;4;12000;500;CARD
REC-20260731-STORE_01-0053;STORE_01;CASH-08;2026-07-31 20:57:02;SKU-002;4;12000;0;CASH
REC-20260731-STORE_01-0053;STORE_01;CASH-03;2026-07-31 20:57:02;SKU-005;1;5000;1000;CARD
REC-20260731-STORE_01-0054;STORE_01;CASH-10;2026-07-31 13:29:28;SKU-015;3;5000;500;CARD
REC-20260731-STORE_01-0054;STORE_01;CASH-04;2026-07-31 13:29:28;SKU-016;1;25000;0;CARD
REC-20260731-STORE_01-0054;STORE_01;CASH-02;2026-07-31 13:29:28;SKU-015;4;5000;0;CARD
REC-20260731-STORE_01-0055;STORE_01;CASH-09;2026-07-31 14:09:36;SKU-003;4;45000;0;CARD
REC-20260731-STORE_01-0056;STORE_01;CASH-01;2026-07-31 21:10:16;SKU-001;1;45000;0;CARD
REC-20260731-STORE_01-0056;STORE_01;CASH-10;2026-07-31 21:10:16;SKU-043;4;25000;1000;CARD
REC-20260731-STORE_01-0056;STORE_01;CASH-06;2026-07-31 21:10:16;SKU-004;1;25000;0;CARD
REC-20260731-STORE_01-0056;STORE_01;CASH-08;2026-07-31 21:10:16;SKU-014;4;5000;0;CARD
REC-20260731-STORE_01-0056;STORE_01;CASH-02;2026-07-31 21:10:16;SKU-002;4;12000;1000;CARD
REC-20260731-STORE_01-0057;STORE_01;CASH-03;2026-07-31 21:01:01;SKU-010;1;25000;0;CARD
REC-20260731-STORE_01-0058;STORE_01;CASH-02;2026-07-31 15:12:49;SKU-016;1;25000;1000;CASH
REC-20260731-STORE_01-0058;STORE_01;CASH-03;2026-07-31 15:12:49;SKU-005;2;5000;0;CASH
REC-20260731-STORE_01-0058;STORE_01;CASH-05;2026-07-31 15:12:49;SKU-002;4;12000;1000;CARD
REC-20260731-STORE_01-0059;STORE_01;CASH-02;2026-07-31 21:45:55;SKU-004;1;25000;0;CARD
REC-20260731-STORE_01-0059;STORE_01;CASH-02;2026-07-31 21:45:55;SKU-023;2;45000;0;CASH
REC-20260731-STORE_01-0059;STORE_01;CASH-03;2026-07-31 21:45:55;SKU-001;1;45000;0;CARD
REC-20260731-STORE_01-0059;STORE_01;CASH-04;2026-07-31 21:45:55;SKU-014;3;5000;0;CARD
REC-20260731-STORE_01-0059;STORE_01;CASH-01;2026-07-31 21:45:55;SKU-003;2;45000;500;CASH
REC-20260731-STORE_01-0060;STORE_01;CASH-04;2026-07-31 16:46:27;SKU-001;1;45000;0;CARD
REC-20260731-STORE_01-0060;STORE_01;CASH-03;2026-07-31 16:46:27;SKU-012;4;45000;0;CARD
REC-20260731-STORE_01-0060;STORE_01;CASH-01;2026-07-31 16:46:27;SKU-007;3;12000;0;CASH
REC-20260731-STORE_01-0061;STORE_01;CASH-03;2026-07-31 17:10:22;SKU-001;1;45000;500;CARD
REC-20260731-STORE_01-0061;STORE_01;CASH-06;2026-07-31 17:10:22;SKU-001;4;45000;0;CARD
REC-20260731-STORE_01-0061;STORE_01;CASH-10;2026-07-31 17:10:22;SKU-005;3;5000;500;CARD
REC-20260731-STORE_01-0062;STORE_01;CASH-05;2026-07-31 16:49:46;SKU-001;2;45000;0;CARD
REC-20260731-STORE_01-0062;STORE_01;CASH-05;2026-07-31 16:49:46;SKU-020;1;12000;0;CASH
REC-20260731-STORE_01-0062;STORE_01;CASH-02;2026-07-31 16:49:46;SKU-013;4;12000;0;CARD
REC-20260731-STORE_01-0063;STORE_01;CASH-08;2026-07-31 11:14:22;SKU-029;2;5000;0;CASH
REC-20260731-STORE_01-0063;STORE_01;CASH-05;2026-07-31 11:14:22;SKU-030;2;45000;500;CARD
REC-20260731-STORE_01-0063;STORE_01;CASH-01;2026-07-31 11:14:22;SKU-001;3;45000;0;CARD
REC-20260731-STORE_01-0063;STORE_01;CASH-10;2026-07-31 11:14:22;SKU-002;3;12000;1000;CARD
REC-20260731-STORE_01-0063;STORE_01;CASH-08;2026-07-31 11:14:22;SKU-031;1;45000;500;CARD
REC-20260731-STORE_01-0064;STORE_01;CASH-09;2026-07-31 21:13:15;SKU-001;3;45000;500;CARD
REC-20260731-STORE_01-0064;STORE_01;CASH-03;2026-07-31 21:13:15;SKU-009;1;25000;1000;CARD
REC-20260731-STORE_01-0064;STORE_01;CASH-03;2026-07-31 21:13:15;SKU-001;4;45000;0;CARD
REC-20260731-STORE_01-0065;STORE_01;CASH-04;2026-07-31 21:47:04;SKU-001;1;45000;1000;CARD
REC-20260731-STORE_01-0066;STORE_01;CASH-02;2026-07-31 13:47:08;SKU-001;1;45000;500;CARD
REC-20260731-STORE_01-0066;STORE_01;CASH-09;2026-07-31 13:47:08;SKU-005;1;5000;1000;CARD
REC-20260731-STORE_01-0066;STORE_01;CASH-01;2026-07-31 13:47:08;SKU-021;4;5000;0;CARD
REC-20260731-STORE_01-0066;STORE_01;CASH-10;2026-07-31 13:47:08;SKU-007;1;12000;0;CARD
REC-20260731-STORE_01-0067;STORE_01;CASH-10;2026-07-31 21:18:54;SKU-001;2;45000;500;CARD
REC-20260731-STORE_01-0067;STORE_01;CASH-04;2026-07-31 21:18:54;SKU-050;2;25000;0;CARD
REC-20260731-STORE_01-0068;STORE_01;CASH-07;2026-07-31 9:31:33;SKU-037;2;45000;0;CASH
REC-20260731-STORE_01-0068;STORE_01;CASH-06;2026-07-31 9:31:33;SKU-001;4;45000;0;CASH
REC-20260731-STORE_01-0068;STORE_01;CASH-07;2026-07-31 9:31:33;SKU-025;1;5000;0;CARD
REC-20260731-STORE_01-0069;STORE_01;CASH-06;2026-07-31 15:00:55;SKU-013;3;12000;0;CASH
REC-20260731-STORE_01-0070;STORE_01;CASH-08;2026-07-31 8:49:24;SKU-001;2;45000;0;CARD
REC-20260731-STORE_01-0070;STORE_01;CASH-05;2026-07-31 8:49:24;SKU-001;3;45000;0;CARD
REC-20260731-STORE_01-0070;STORE_01;CASH-05;2026-07-31 8:49:24;SKU-001;1;45000;500;CASH
REC-20260731-STORE_01-0070;STORE_01;CASH-03;2026-07-31 8:49:24;SKU-006;4;45000;0;CASH
REC-20260731-STORE_01-0071;STORE_01;CASH-01;2026-07-31 15:32:55;SKU-001;1;45000;0;CASH
REC-20260731-STORE_01-0071;STORE_01;CASH-05;2026-07-31 15:32:55;SKU-002;4;12000;0;CASH
REC-20260731-STORE_01-0072;STORE_01;CASH-01;2026-07-31 10:08:39;SKU-001;3;45000;0;CARD
REC-20260731-STORE_01-0072;STORE_01;CASH-03;2026-07-31 10:08:39;SKU-027;1;5000;0;CARD
REC-20260731-STORE_01-0072;STORE_01;CASH-02;2026-07-31 10:08:39;SKU-027;3;5000;0;CARD
REC-20260731-STORE_01-0072;STORE_01;CASH-05;2026-07-31 10:08:39;SKU-001;4;45000;500;CARD
REC-20260731-STORE_01-0073;STORE_01;CASH-09;2026-07-31 10:40:28;SKU-005;1;5000;0;CASH
REC-20260731-STORE_01-0073;STORE_01;CASH-01;2026-07-31 10:40:28;SKU-014;2;5000;0;CASH
REC-20260731-STORE_01-0073;STORE_01;CASH-08;2026-07-31 10:40:28;SKU-001;2;45000;0;CASH
REC-20260731-STORE_01-0073;STORE_01;CASH-05;2026-07-31 10:40:28;SKU-001;1;45000;500;CARD
REC-20260731-STORE_01-0073;STORE_01;CASH-06;2026-07-31 10:40:28;SKU-008;4;12000;0;CARD
REC-20260731-STORE_01-0074;STORE_01;CASH-06;2026-07-31 21:35:38;SKU-001;1;45000;0;CASH
REC-20260731-STORE_01-0074;STORE_01;CASH-08;2026-07-31 21:35:38;SKU-012;4;45000;0;CARD
REC-20260731-STORE_01-0075;STORE_01;CASH-05;2026-07-31 14:45:59;SKU-015;3;5000;0;CASH
REC-20260731-STORE_01-0075;STORE_01;CASH-01;2026-07-31 14:45:59;SKU-010;3;25000;500;CARD
REC-20260731-STORE_01-0075;STORE_01;CASH-01;2026-07-31 14:45:59;SKU-030;1;45000;1000;CARD
REC-20260731-STORE_01-0076;STORE_01;CASH-06;2026-07-31 10:43:34;SKU-001;2;45000;0;CARD
REC-20260731-STORE_01-0076;STORE_01;CASH-10;2026-07-31 10:43:34;SKU-006;2;45000;500;CARD
REC-20260731-STORE_01-0076;STORE_01;CASH-08;2026-07-31 10:43:34;SKU-001;1;45000;0;CARD
REC-20260731-STORE_01-0076;STORE_01;CASH-01;2026-07-31 10:43:34;SKU-044;4;5000;500;CASH
REC-20260731-STORE_01-0077;STORE_01;CASH-03;2026-07-31 12:01:17;SKU-001;2;45000;0;CASH
REC-20260731-STORE_01-0078;STORE_01;CASH-09;2026-07-31 14:24:19;SKU-011;4;5000;500;CARD
